5 1765362814 0.000000 1 0.000000 0.000000 0.000000
6 1765362814 0.000000 1 0.000000 0.000000 0.000000
7 1765362814 0.000000 1 0.000000 0.000000 0.000000
5 1765362819 0.000000 1 0.000000 0.000000 0.000000
6 1765362819 0.000000 1 0.000000 0.000000 0.000000
7 1765362819 0.000000 1 0.000000 0.000000 0.000000
5 1765362824 0.000000 1 0.000000 0.000000 0.000000
6 1765362824 0.000000 1 0.000000 0.000000 0.000000
7 1765362824 0.000000 1 0.000000 0.000000 0.000000
5 1765362829 0.000000 1 0.000000 0.000000 0.000000
6 1765362829 0.000000 1 0.000000 0.000000 0.000000
7 1765362829 0.000000 1 0.000000 0.000000 0.000000
5 1765362834 0.000000 1 0.000000 0.000000 0.000000
6 1765362834 0.000000 1 0.000000 0.000000 0.000000
7 1765362834 0.000000 1 0.000000 0.000000 0.000000
5 1765362839 0.000000 1 0.000000 0.000000 0.000000
6 1765362839 0.000000 1 0.000000 0.000000 0.000000
7 1765362839 0.000000 1 0.000000 0.000000 0.000000
5 1765362844 0.000000 1 0.000000 0.000000 0.000000
6 1765362844 0.000000 1 0.000000 0.000000 0.000000
7 1765362844 0.000000 1 0.000000 0.000000 0.000000
5 1765362849 0.000000 1 0.000000 0.000000 0.000000
6 1765362849 0.000000 1 0.000000 0.000000 0.000000
7 1765362849 0.000000 1 0.000000 0.000000 0.000000
5 1765362854 0.000000 1 0.000000 0.000000 0.000000
6 1765362854 0.000000 1 0.000000 0.000000 0.000000
7 1765362854 0.000000 1 0.000000 0.000000 0.000000
5 1765362859 0.000000 1 0.000000 0.000000 0.000000
6 1765362859 0.000000 1 0.000000 0.000000 0.000000
7 1765362859 0.000000 1 0.000000 0.000000 0.000000
5 1765362864 0.000000 1 0.000000 0.000000 0.000000
6 1765362864 0.000000 1 0.000000 0.000000 0.000000
7 1765362864 0.000000 1 0.000000 0.000000 0.000000
5 1765362869 0.000000 1 0.000000 0.000000 0.000000
6 1765362869 0.000000 1 0.000000 0.000000 0.000000
7 1765362869 0.000000 1 0.000000 0.000000 0.000000
5 1765362874 0.000000 1 0.000000 0.000000 0.000000
6 1765362874 0.000000 1 0.000000 0.000000 0.000000
7 1765362874 0.000000 1 0.000000 0.000000 0.000000
5 1765362879 0.000000 1 0.000000 0.000000 0.000000
6 1765362879 0.000000 1 0.000000 0.000000 0.000000
7 1765362879 0.000000 1 0.000000 0.000000 0.000000
5 1765362884 0.000000 1 0.000000 0.000000 0.000000
6 1765362884 0.000000 1 0.000000 0.000000 0.000000
7 1765362884 0.000000 1 0.000000 0.000000 0.000000
5 1765362889 0.000000 1 0.000000 0.000000 0.000000
6 1765362889 0.000000 1 0.000000 0.000000 0.000000
7 1765362889 0.000000 1 0.000000 0.000000 0.000000
5 1765362894 0.000000 1 0.000000 0.000000 0.000000
6 1765362894 0.000000 1 0.000000 0.000000 0.000000
7 1765362894 0.000000 1 0.000000 0.000000 0.000000
5 1765362899 0.000000 1 0.000000 0.000000 0.000000
6 1765362899 0.000000 1 0.000000 0.000000 0.000000
7 1765362899 0.000000 1 0.000000 0.000000 0.000000
5 1765362904 0.000000 1 0.000000 0.000000 0.000000
6 1765362904 0.000000 1 0.000000 0.000000 0.000000
7 1765362904 0.000000 1 0.000000 0.000000 0.000000
5 1765362909 0.000000 1 0.000000 0.000000 0.000000
6 1765362909 0.000000 1 0.000000 0.000000 0.000000
7 1765362909 0.000000 1 0.000000 0.000000 0.000000
5 1765362914 0.000000 1 0.000000 0.000000 0.000000
6 1765362914 0.000000 1 0.000000 0.000000 0.000000
7 1765362914 0.000000 1 0.000000 0.000000 0.000000
5 1765362919 0.000000 1 0.000000 0.000000 0.000000
6 1765362919 0.000000 1 0.000000 0.000000 0.000000
7 1765362919 0.000000 1 0.000000 0.000000 0.000000
5 1765362924 0.000000 1 0.000000 0.000000 0.000000
6 1765362924 0.000000 1 0.000000 0.000000 0.000000
7 1765362924 0.000000 1 0.000000 0.000000 0.000000
5 1765362929 0.000000 1 0.000000 0.000000 0.000000
6 1765362929 0.000000 1 0.000000 0.000000 0.000000
7 1765362929 0.000000 1 0.000000 0.000000 0.000000
5 1765362934 0.000000 1 0.000000 0.000000 0.000000
6 1765362934 0.000000 1 0.000000 0.000000 0.000000
7 1765362934 0.000000 1 0.000000 0.000000 0.000000
5 1765362939 0.000000 1 0.000000 0.000000 0.000000
6 1765362939 0.000000 1 0.000000 0.000000 0.000000
7 1765362939 0.000000 1 0.000000 0.000000 0.000000
5 1765362944 0.000000 1 0.000000 0.000000 0.000000
6 1765362944 0.000000 1 0.000000 0.000000 0.000000
7 1765362944 0.000000 1 0.000000 0.000000 0.000000
5 1765362949 0.000000 1 0.000000 0.000000 0.000000
6 1765362949 0.000000 1 0.000000 0.000000 0.000000
7 1765362949 0.000000 1 0.000000 0.000000 0.000000
5 1765362954 0.000000 1 0.000000 0.000000 0.000000
6 1765362954 0.000000 1 0.000000 0.000000 0.000000
7 1765362954 0.000000 1 0.000000 0.000000 0.000000
5 1765362959 0.000000 1 0.000000 0.000000 0.000000
6 1765362959 0.000000 1 0.000000 0.000000 0.000000
7 1765362959 0.000000 1 0.000000 0.000000 0.000000
5 1765362964 0.000000 1 0.000000 0.000000 0.000000
6 1765362964 0.000000 1 0.000000 0.000000 0.000000
7 1765362964 0.000000 1 0.000000 0.000000 0.000000
5 1765362969 0.000000 1 0.000000 0.000000 0.000000
6 1765362969 0.000000 1 0.000000 0.000000 0.000000
7 1765362969 0.000000 1 0.000000 0.000000 0.000000
5 1765362974 0.000000 1 0.000000 0.000000 0.000000
6 1765362974 0.000000 1 0.000000 0.000000 0.000000
7 1765362974 0.000000 1 0.000000 0.000000 0.000000
5 1765362979 0.000000 1 0.000000 0.000000 0.000000
6 1765362979 0.000000 1 0.000000 0.000000 0.000000
7 1765362979 0.000000 1 0.000000 0.000000 0.000000
5 1765362984 0.000000 1 0.000000 0.000000 0.000000
6 1765362984 0.000000 1 0.000000 0.000000 0.000000
7 1765362984 0.000000 1 0.000000 0.000000 0.000000
5 1765362989 0.000000 1 0.000000 0.000000 0.000000
6 1765362989 0.000000 1 0.000000 0.000000 0.000000
7 1765362989 0.000000 1 0.000000 0.000000 0.000000
5 1765362994 0.000000 1 0.000000 0.000000 0.000000
6 1765362994 0.000000 1 0.000000 0.000000 0.000000
7 1765362994 0.000000 1 0.000000 0.000000 0.000000
5 1765362999 0.000000 1 0.000000 0.000000 0.000000
6 1765362999 0.000000 1 0.000000 0.000000 0.000000
7 1765362999 0.000000 1 0.000000 0.000000 0.000000
5 1765363004 0.000000 1 0.000000 0.000000 0.000000
6 1765363004 0.000000 1 0.000000 0.000000 0.000000
7 1765363004 0.000000 1 0.000000 0.000000 0.000000
5 1765363009 0.000000 1 0.000000 0.000000 0.000000
6 1765363009 0.000000 1 0.000000 0.000000 0.000000
7 1765363009 0.000000 1 0.000000 0.000000 0.000000
5 1765363014 0.000000 1 0.000000 0.000000 0.000000
6 1765363014 0.000000 1 0.000000 0.000000 0.000000
7 1765363014 0.000000 1 0.000000 0.000000 0.000000
